"TIER","STATE","STATE_FIPS","COUNTY","COUNTY_FIPS","POLLUTANT","POLLUTANT TYPE","EMISSIONS","UNIT OF MEASURE"
"Fuel Comb. Other","NH","33","Coos","007","Carbon Monoxide","CAP","1740.2242283","TON"
"Waste Disposal & Recycling","NH","33","Rockingham","015","Carbon Monoxide","CAP","1647.98576","TON"
"Fuel Comb. Other","NH","33","Sullivan","019","Carbon Monoxide","CAP","1610.8942442","TON"
"Natural Resources","NH","33","Carroll","003","Carbon Monoxide","CAP","1587.356","TON"
"Off-Highway","NH","33","Hillsborough","011","Volatile Organic Compounds","CAP","1581.770309046298","TON"
"Highway Vehicles","NH","33","Merrimack","013","Nitrogen Oxides","CAP","1577.40742424","TON"
"Highway Vehicles","NH","33","Rockingham","015","Volatile Organic Compounds","CAP","1571.512955969","TON"
"Waste Disposal & Recycling","NH","33","Grafton","009","Carbon Monoxide","CAP","1570.6141219","TON"
"Miscellaneous","NH","33","Merrimack","013","PM10 Primary (Filt + Cond)","CAP","1552.67251292042","TON"
"Natural Resources","NH","33","Merrimack","013","Carbon Monoxide","CAP","1530.51","TON"
"Natural Resources","NH","33","Hillsborough","011","Carbon Monoxide","CAP","1501.324","TON"
"Off-Highway","NH","33","Hillsborough","011","Nitrogen Oxides","CAP","1483.62341621051","TON"
"Miscellaneous","NH","33","Grafton","009","PM10 Primary (Filt + Cond)","CAP","1353.38965854444","TON"
"Fuel Comb. Industrial","NH","33","Rockingham","015","Nitrogen Oxides","CAP","1242.486032","TON"
"Waste Disposal & Recycling","NH","33","Strafford","017","Carbon Monoxide","CAP","1225.759644","TON"
"Natural Resources","NH","33","Cheshire","005","Carbon Monoxide","CAP","1220.072","TON"
"Natural Resources","NH","33","Rockingham","015","Carbon Monoxide","CAP","1201.462","TON"
"Off-Highway","NH","33","Rockingham","015","Volatile Organic Compounds","CAP","1143.9564492471","TON"
"Off-Highway","NH","33","Rockingham","015","Nitrogen Oxides","CAP","1138.3941402498","TON"
"Off-Highway","NH","33","Carroll","003","Volatile Organic Compounds","CAP","1127.5587217783","TON"
"Fuel Comb. Other","NH","33","Hillsborough","011","Nitrogen Oxides","CAP","1109.2481987","TON"
"Off-Highway","NH","33","Belknap","001","Volatile Organic Compounds","CAP","1076.82371685543","TON"
"Solvent Utilization","NH","33","Merrimack","013","Volatile Organic Compounds","CAP","1057.2357666","TON"
"Waste Disposal & Recycling","NH","33","Carroll","003","Carbon Monoxide","CAP","1053.263158","TON"
"Natural Resources","NH","33","Sullivan","019","Carbon Monoxide","CAP","1002.08","TON"
"Off-Highway","NH","33","Coos","007","Volatile Organic Compounds","CAP","998.910002833468","TON"
"Fuel Comb. Other","NH","33","Hillsborough","011","PM10 Primary (Filt + Cond)","CAP","950.7123087","TON"
"Fuel Comb. Other","NH","33","Hillsborough","011","PM2.5 Primary (Filt + Cond)","CAP","939.2193087","TON"
"Fuel Comb. Industrial","NH","33","Hillsborough","011","Lead","CAP/HAP","937.262954032118568","LB"
"Fuel Comb. Other","NH","33","Rockingham","015","Nitrogen Oxides","CAP","923.4845547","TON"
"Fuel Comb. Other","NH","33","Hillsborough","011","Volatile Organic Compounds","CAP","922.8845126","TON"
"Miscellaneous","NH","33","Rockingham","015","Carbon Monoxide","CAP","903.4559103637","TON"
"Highway Vehicles","NH","33","Grafton","009","Nitrogen Oxides","CAP","899.323090382674","TON"
"Fuel Comb. Other","NH","33","Rockingham","015","PM10 Primary (Filt + Cond)","CAP","868.1331839516","TON"
"Fuel Comb. Other","NH","33","Rockingham","015","PM2.5 Primary (Filt + Cond)","CAP","857.9551839516","TON"
"Fuel Comb. Other","NH","33","Rockingham","015","Volatile Organic Compounds","CAP","846.9208261","TON"
"Solvent Utilization","NH","33","Grafton","009","Volatile Organic Compounds","CAP","843.7576198","TON"
"Miscellaneous","NH","33","Strafford","017","PM10 Primary (Filt + Cond)","CAP","833.48100183158","TON"
"Highway Vehicles","NH","33","Strafford","017","Nitrogen Oxides","CAP","833.26438938347","TON"
"Fuel Comb. Other","NH","33","Rockingham","015","Sulfur Dioxide","CAP","831.94067306","TON"
"Off-Highway","NH","33","Grafton","009","Volatile Organic Compounds","CAP","815.7774344347","TON"
"Natural Resources","NH","33","Belknap","001","Carbon Monoxide","CAP","813.9818","TON"
"Miscellaneous","NH","33","Cheshire","005","PM10 Primary (Filt + Cond)","CAP","813.13553990553","TON"
"Natural Resources","NH","33","Strafford","017","Carbon Monoxide","CAP","782.536","TON"
"Highway Vehicles","NH","33","Merrimack","013","Volatile Organic Compounds","CAP","782.42122683","TON"
"Waste Disposal & Recycling","NH","33","Belknap","001","Carbon Monoxide","CAP","771.54654","TON"
"Solvent Utilization","NH","33","Strafford","017","Volatile Organic Compounds","CAP","770.9019643","TON"
"Waste Disposal & Recycling","NH","33","Cheshire","005","Carbon Monoxide","CAP","759.50104","TON"
"Fuel Comb. Other","NH","33","Hillsborough","011","Sulfur Dioxide","CAP","756.35693844","TON"
"Miscellaneous","NH","33","Merrimack","013","Carbon Monoxide","CAP","726.71442919726","TON"
"Off-Highway","NH","33","Sullivan","019","Volatile Organic Compounds","CAP","713.4081742399","TON"
"Off-Highway","NH","33","Merrimack","013","Volatile Organic Compounds","CAP","667.945377189868","TON"
"Solvent Utilization","NH","33","Cheshire","005","Volatile Organic Compounds","CAP","665.229327","TON"
"Fuel Comb. Elec. Util.","NH","33","Grafton","009","Carbon Monoxide","CAP","654.7532","TON"
"Fuel Comb. Other","NH","33","Grafton","009","PM10 Primary (Filt + Cond)","CAP","628.3868759936","TON"
"Highway Vehicles","NH","33","Belknap","001","Nitrogen Oxides","CAP","628.15189432664","TON"
"Fuel Comb. Other","NH","33","Grafton","009","PM2.5 Primary (Filt + Cond)","CAP","619.5049339936","TON"
"Off-Highway","NH","33","Cheshire","005","Volatile Organic Compounds","CAP","614.54902133333","TON"
"Highway Vehicles","NH","33","Cheshire","005","Nitrogen Oxides","CAP","611.274749485","TON"
"Miscellaneous","NH","33","Carroll","003","PM10 Primary (Filt + Cond)","CAP","606.960719999151","TON"
"Fuel Comb. Industrial","NH","33","Merrimack","013","Nitrogen Oxides","CAP","606.77617","TON"
"Fuel Comb. Other","NH","33","Grafton","009","Volatile Organic Compounds","CAP","604.8363865","TON"
"Miscellaneous","NH","33","Coos","007","PM10 Primary (Filt + Cond)","CAP","599.40930822004","TON"
"Miscellaneous","NH","33","Belknap","001","PM10 Primary (Filt + Cond)","CAP","581.455590272003","TON"
"Off-Highway","NH","33","Merrimack","013","Nitrogen Oxides","CAP","563.14467538651","TON"
"Miscellaneous","NH","33","Grafton","009","Carbon Monoxide","CAP","562.33701678719","TON"
"Miscellaneous","NH","33","Rockingham","015","PM2.5 Primary (Filt + Cond)","CAP","543.40250131898","TON"
"Miscellaneous","NH","33","Hillsborough","011","Carbon Monoxide","CAP","542.75757679709","TON"
"Fuel Comb. Industrial","NH","33","Grafton","009","Nitrogen Oxides","CAP","541.265","TON"
"Highway Vehicles","NH","33","Grafton","009","Volatile Organic Compounds","CAP","540.341459776097","TON"
"Fuel Comb. Other","NH","33","Merrimack","013","PM10 Primary (Filt + Cond)","CAP","531.7680812533","TON"
"Highway Vehicles","NH","33","Strafford","017","Volatile Organic Compounds","CAP","528.97534496752","TON"
"Fuel Comb. Other","NH","33","Merrimack","013","PM2.5 Primary (Filt + Cond)","CAP","526.8590812533","TON"
"Fuel Comb. Other","NH","33","Merrimack","013","Volatile Organic Compounds","CAP","525.5524807","TON"
"Miscellaneous","NH","33","Hillsborough","011","PM2.5 Primary (Filt + Cond)","CAP","512.41844525268","TON"
"Fuel Comb. Other","NH","33","Grafton","009","Sulfur Dioxide","CAP","510.83486746","TON"
"Miscellaneous","NH","33","Sullivan","019","PM10 Primary (Filt + Cond)","CAP","510.46877554181","TON"
"Miscellaneous","NH","33","Carroll","003","Carbon Monoxide","CAP","493.916033225543","TON"
"Highway Vehicles","NH","33","Carroll","003","Nitrogen Oxides","CAP","483.1831082141","TON"
"Storage & Transport","NH","33","Rockingham","015","Volatile Organic Compounds","CAP","465.53648859","TON"
"Fuel Comb. Other","NH","33","Merrimack","013","Nitrogen Oxides","CAP","456.4044698","TON"
"Fuel Comb. Industrial","NH","33","Hillsborough","011","Carbon Monoxide","CAP","451.6320832","TON"
"Fuel Comb. Industrial","NH","33","Rockingham","015","Lead","CAP/HAP","442.915397339803864","LB"
"Fuel Comb. Other","NH","33","Grafton","009","Nitrogen Oxides","CAP","441.9076639","TON"
"Fuel Comb. Elec. Util.","NH","33","Rockingham","015","Nitrogen Oxides","CAP","437.005972","TON"
"Fuel Comb. Industrial","NH","33","Hillsborough","011","Sulfur Dioxide","CAP","427.8919738","TON"
"Waste Disposal & Recycling","NH","33","Hillsborough","011","PM10 Primary (Filt + Cond)","CAP","427.154826","TON"
"Highway Vehicles","NH","33","Cheshire","005","Volatile Organic Compounds","CAP","426.767520964","TON"
"Solvent Utilization","NH","33","Belknap","001","Volatile Organic Compounds","CAP","417.3102264","TON"
"Fuel Comb. Elec. Util.","NH","33","Merrimack","013","Nitrogen Oxides","CAP","410.033013","TON"
"Highway Vehicles","NH","33","Belknap","001","Volatile Organic Compounds","CAP","407.4168428918","TON"
"Fuel Comb. Elec. Util.","NH","33","Carroll","003","Carbon Monoxide","CAP","398.143115","TON"
"Solvent Utilization","NH","33","Sullivan","019","Volatile Organic Compounds","CAP","390.8353116","TON"
"Fuel Comb. Elec. Util.","NH","33","Rockingham","015","Carbon Monoxide","CAP","388.566995","TON"
"Waste Disposal & Recycling","NH","33","Merrimack","013","Nitrogen Oxides","CAP","388.500305","TON"
"Waste Disposal & Recycling","NH","33","Hillsborough","011","PM2.5 Primary (Filt + Cond)","CAP","387.788094","TON"
"Off-Highway","NH","33","Grafton","009","Nitrogen Oxides","CAP","385.3709507681","TON"
"Fuel Comb. Industrial","NH","33","Strafford","017","Nitrogen Oxides","CAP","382.441","TON"
"Fuel Comb. Other","NH","33","Cheshire","005","Volatile Organic Compounds","CAP","380.01695734","TON"
"Fuel Comb. Other","NH","33","Cheshire","005","PM10 Primary (Filt + Cond)","CAP","379.7624047","TON"
"Fuel Comb. Industrial","NH","33","Rockingham","015","Carbon Monoxide","CAP","378.414395","TON"
"Off-Highway","NH","33","Belknap","001","Nitrogen Oxides","CAP","377.227180963","TON"
"Fuel Comb. Other","NH","33","Cheshire","005","PM2.5 Primary (Filt + Cond)","CAP","377.0694047","TON"
"Waste Disposal & Recycling","NH","33","Coos","007","Carbon Monoxide","CAP","371.439729","TON"
"Fuel Comb. Other","NH","33","Strafford","017","Sulfur Dioxide","CAP","369.781153537","TON"
"Fuel Comb. Elec. Util.","NH","33","Coos","007","Carbon Monoxide","CAP","369.594924","TON"
"Other Industrial Processes","NH","33","Hillsborough","011","PM10 Primary (Filt + Cond)","CAP","366.468478","TON"
"Miscellaneous","NH","33","Merrimack","013","PM2.5 Primary (Filt + Cond)","CAP","361.15058073432","TON"
"Fuel Comb. Other","NH","33","Strafford","017","Nitrogen Oxides","CAP","352.77246","TON"
"Off-Highway","NH","33","Rockingham","015","Lead","CAP/HAP","352.59945611375","LB"
"Fuel Comb. Other","NH","33","Carroll","003","Volatile Organic Compounds","CAP","352.04453176","TON"
"Off-Highway","NH","33","Carroll","003","Nitrogen Oxides","CAP","350.3029497872","TON"
"Highway Vehicles","NH","33","Sullivan","019","Nitrogen Oxides","CAP","350.1124283913","TON"
"Off-Highway","NH","33","Strafford","017","Volatile Organic Compounds","CAP","350.010712534","TON"
"Fuel Comb. Other","NH","33","Carroll","003","PM10 Primary (Filt + Cond)","CAP","347.544190886","TON"
"Off-Highway","NH","33","Hillsborough","011","Lead","CAP/HAP","347.00830584","LB"
"Fuel Comb. Other","NH","33","Merrimack","013","Sulfur Dioxide","CAP","346.89977418","TON"
"Fuel Comb. Other","NH","33","Carroll","003","PM2.5 Primary (Filt + Cond)","CAP","345.683080886","TON"
"Fuel Comb. Other","NH","33","Strafford","017","PM10 Primary (Filt + Cond)","CAP","344.39826032","TON"
"Fuel Comb. Other","NH","33","Strafford","017","PM2.5 Primary (Filt + Cond)","CAP","340.97226032","TON"
"Highway Vehicles","NH","33","Carroll","003","Volatile Organic Compounds","CAP","336.1212003767","TON"
"Fuel Comb. Other","NH","33","Strafford","017","Volatile Organic Compounds","CAP","330.02924031","TON"
"Other Industrial Processes","NH","33","Merrimack","013","PM10 Primary (Filt + Cond)","CAP","328.3737224","TON"
"Fuel Comb. Industrial","NH","33","Cheshire","005","Nitrogen Oxides","CAP","327.177","TON"
"Waste Disposal & Recycling","NH","33","Hillsborough","011","Volatile Organic Compounds","CAP","319.339614","TON"
"Highway Vehicles","NH","33","Coos","007","Nitrogen Oxides","CAP","318.51189444","TON"
"Fuel Comb. Elec. Util.","NH","33","Rockingham","015","Sulfur Dioxide","CAP","314.175264","TON"
"Off-Highway","NH","33","Strafford","017","Nitrogen Oxides","CAP","312.2865982255","TON"
"Miscellaneous","NH","33","Strafford","017","Carbon Monoxide","CAP","308.67268875999","TON"
"Solvent Utilization","NH","33","Carroll","003","Volatile Organic Compounds","CAP","307.8745588","TON"
"Miscellaneous","NH","33","Grafton","009","PM2.5 Primary (Filt + Cond)","CAP","297.090579440666","TON"
"Off-Highway","NH","33","Merrimack","013","Lead","CAP/HAP","292.06135856","LB"
"Off-Highway","NH","33","Cheshire","005","Nitrogen Oxides","CAP","292.0406346589","TON"
"Waste Disposal & Recycling","NH","33","Sullivan","019","Carbon Monoxide","CAP","279.702402","TON"
"Fuel Comb. Other","NH","33","Belknap","001","PM10 Primary (Filt + Cond)","CAP","278.71333913","TON"
"Storage & Transport","NH","33","Hillsborough","011","Volatile Organic Compounds","CAP","277.72713939","TON"
"Fuel Comb. Other","NH","33","Belknap","001","Volatile Organic Compounds","CAP","276.94421859","TON"
"Fuel Comb. Other","NH","33","Belknap","001","PM2.5 Primary (Filt + Cond)","CAP","276.42633913","TON"
"Off-Highway","NH","33","Coos","007","Nitrogen Oxides","CAP","275.75812406361","TON"
"Fuel Comb. Other","NH","33","Cheshire","005","Sulfur Dioxide","CAP","273.62347306","TON"
"Fuel Comb. Elec. Util.","NH","33","Coos","007","Nitrogen Oxides","CAP","272.94951","TON"
"Waste Disposal & Recycling","NH","33","Merrimack","013","PM10 Primary (Filt + Cond)","CAP","263.892323","TON"
"Off-Highway","NH","33","Cheshire","005","Lead","CAP/HAP","263.866156288425","LB"
"Highway Vehicles","NH","33","Sullivan","019","Volatile Organic Compounds","CAP","248.9693742404","TON"
"Solvent Utilization","NH","33","Coos","007","Volatile Organic Compounds","CAP","248.85888254","TON"
"Fuel Comb. Other","NH","33","Coos","007","PM10 Primary (Filt + Cond)","CAP","248.5860100517","TON"
"Fuel Comb. Other","NH","33","Coos","007","Volatile Organic Compounds","CAP","247.25749358","TON"
"Fuel Comb. Other","NH","33","Coos","007","PM2.5 Primary (Filt + Cond)","CAP","247.2260100517","TON"
"Off-Highway","NH","33","Belknap","001","Lead","CAP/HAP","246.84700604","LB"
"Waste Disposal & Recycling","NH","33","Merrimack","013","PM2.5 Primary (Filt + Cond)","CAP","240.563817","TON"
"Fuel Comb. Other","NH","33","Cheshire","005","Nitrogen Oxides","CAP","236.8131747","TON"
"Miscellaneous","NH","33","Coos","007","Carbon Monoxide","CAP","234.29566601345","TON"
"Fuel Comb. Other","NH","33","Belknap","001","Sulfur Dioxide","CAP","228.675686862","TON"
"Fuel Comb. Industrial","NH","33","Grafton","009","Lead","CAP/HAP","228.442730644311148","LB"
"Highway Vehicles","NH","33","Rockingham","015","PM10 Primary (Filt + Cond)","CAP","228.2173097847","TON"
"Fuel Comb. Industrial","NH","33","Belknap","001","Nitrogen Oxides","CAP","225.563","TON"
"Fuel Comb. Other","NH","33","Sullivan","019","Volatile Organic Compounds","CAP","225.14943119","TON"
"Fuel Comb. Other","NH","33","Sullivan","019","PM10 Primary (Filt + Cond)","CAP","221.89042525","TON"
"Fuel Comb. Other","NH","33","Sullivan","019","PM2.5 Primary (Filt + Cond)","CAP","220.65042525","TON"
"Miscellaneous","NH","33","Belknap","001","Carbon Monoxide","CAP","219.983153830859","TON"
"Miscellaneous","NH","33","Rockingham","015","Volatile Organic Compounds","CAP","219.355321862788","TON"
"Fuel Comb. Elec. Util.","NH","33","Grafton","009","Lead","CAP/HAP","216.08685","LB"
"Other Industrial Processes","NH","33","Rockingham","015","PM10 Primary (Filt + Cond)","CAP","214.876229","TON"
"Fuel Comb. Industrial","NH","33","Rockingham","015","Sulfur Dioxide","CAP","214.3061196","TON"
"Fuel Comb. Other","NH","33","Belknap","001","Nitrogen Oxides","CAP","213.6172382","TON"
"Miscellaneous","NH","33","Grafton","009","Ammonia","CAP","212.9881985","TON"
"Waste Disposal & Recycling","NH","33","Rockingham","015","PM10 Primary (Filt + Cond)","CAP","210.806232","TON"
"Highway Vehicles","NH","33","Coos","007","Volatile Organic Compounds","CAP","207.94602639","TON"
"Highway Vehicles","NH","33","Hillsborough","011","PM10 Primary (Filt + Cond)","CAP","204.5725566993","TON"
"Fuel Comb. Industrial","NH","33","Merrimack","013","Lead","CAP/HAP","203.847224744904762","LB"
"Fuel Comb. Other","NH","33","Carroll","003","Nitrogen Oxides","CAP","202.3166679","TON"
"Waste Disposal & Recycling","NH","33","Grafton","009","PM10 Primary (Filt + Cond)","CAP","197.808506","TON"
"Miscellaneous","NH","33","Strafford","017","PM2.5 Primary (Filt + Cond)","CAP","197.74848895104","TON"
"Fuel Comb. Industrial","NH","33","Merrimack","013","Carbon Monoxide","CAP","196.870474","TON"
"Off-Highway","NH","33","Sullivan","019","Nitrogen Oxides","CAP","194.5944496215","TON"
"Off-Highway","NH","33","Grafton","009","Lead","CAP/HAP","193.67267712","LB"
"Waste Disposal & Recycling","NH","33","Rockingham","015","PM2.5 Primary (Filt + Cond)","CAP","190.69743","TON"
"Waste Disposal & Recycling","NH","33","Grafton","009","Volatile Organic Compounds","CAP","189.617457","TON"
"Other Industrial Processes","NH","33","Hillsborough","011","PM2.5 Primary (Filt + Cond)","CAP","181.86403","TON"
"Fuel Comb. Other","NH","33","Carroll","003","Sulfur Dioxide","CAP","180.42375261","TON"
"Waste Disposal & Recycling","NH","33","Grafton","009","PM2.5 Primary (Filt + Cond)","CAP","180.065344","TON"
"Miscellaneous","NH","33","Merrimack","013","Volatile Organic Compounds","CAP","177.339468742075","TON"
"Storage & Transport","NH","33","Merrimack","013","Volatile Organic Compounds","CAP","176.30878378","TON"
"Fuel Comb. Elec. Util.","NH","33","Grafton","009","Nitrogen Oxides","CAP","175.79477","TON"
"Waste Disposal & Recycling","NH","33","Strafford","017","Volatile Organic Compounds","CAP","174.456147","TON"
"Other Industrial Processes","NH","33","Rockingham","015","PM2.5 Primary (Filt + Cond)","CAP","174.454826","TON"
"Miscellaneous","NH","33","Rockingham","015","Ammonia","CAP","173.7200239","TON"
"Other Industrial Processes","NH","33","Hillsborough","011","Carbon Monoxide","CAP","173.22747","TON"
"Miscellaneous","NH","33","Cheshire","005","PM2.5 Primary (Filt + Cond)","CAP","172.529237167435","TON"
"Other Industrial Processes","NH","33","Grafton","009","PM10 Primary (Filt + Cond)","CAP","170.3025415","TON"
"Fuel Comb. Industrial","NH","33","Sullivan","019","Nitrogen Oxides","CAP","169.967","TON"
"Fuel Comb. Industrial","NH","33","Strafford","017","Lead","CAP/HAP","166.444343544904762","LB"
"Fuel Comb. Industrial","NH","33","Cheshire","005","Lead","CAP/HAP","164.159728493675846","LB"
"Fuel Comb. Industrial","NH","33","Carroll","003","Nitrogen Oxides","CAP","159.426","TON"
"Fuel Comb. Industrial","NH","33","Coos","007","Nitrogen Oxides","CAP","157.84888","TON"
"Miscellaneous","NH","33","Merrimack","013","Ammonia","CAP","156.6413828","TON"
"Waste Disposal & Recycling","NH","33","Strafford","017","PM10 Primary (Filt + Cond)","CAP","155.42789","TON"
"Miscellaneous","NH","33","Carroll","003","PM2.5 Primary (Filt + Cond)","CAP","152.961766693558","TON"
"Other Industrial Processes","NH","33","Strafford","017","PM10 Primary (Filt + Cond)","CAP","152.086834","TON"
"Fuel Comb. Other","NH","33","Coos","007","Sulfur Dioxide","CAP","151.57504973","TON"
"Miscellaneous","NH","33","Coos","007","Ammonia","CAP","149.92619586","TON"
"Miscellaneous","NH","33","Cheshire","005","Ammonia","CAP","148.52448575","TON"
"Fuel Comb. Industrial","NH","33","Hillsborough","011","PM10 Primary (Filt + Cond)","CAP","148.232490328","TON"
"Fuel Comb. Industrial","NH","33","Hillsborough","011","Volatile Organic Compounds","CAP","146.0064491","TON"
"Waste Disposal & Recycling","NH","33","Merrimack","013","Volatile Organic Compounds","CAP","145.517788","TON"
"Other Industrial Processes","NH","33","Rockingham","015","Carbon Monoxide","CAP","144.4453788","TON"
"Fuel Comb. Industrial","NH","33","Hillsborough","011","PM2.5 Primary (Filt + Cond)","CAP","144.081713328","TON"
"Miscellaneous","NH","33","Hillsborough","011","Ammonia","CAP","143.6675398","TON"
"Fuel Comb. Elec. Util.","NH","33","Merrimack","013","Sulfur Dioxide","CAP","143.596082","TON"
"Off-Highway","NH","33","Hillsborough","011","PM10 Primary (Filt + Cond)","CAP","141.057694638508","TON"
"Waste Disposal & Recycling","NH","33","Strafford","017","PM2.5 Primary (Filt + Cond)","CAP","140.895008","TON"
"Miscellaneous","NH","33","Grafton","009","Volatile Organic Compounds","CAP","140.403662989097","TON"
"Fuel Comb. Other","NH","33","Sullivan","019","Nitrogen Oxides","CAP","140.35476407","TON"
"Other Industrial Processes","NH","33","Belknap","001","PM10 Primary (Filt + Cond)","CAP","138.8469692","TON"
"Miscellaneous","NH","33","Belknap","001","PM2.5 Primary (Filt + Cond)","CAP","136.095317762168","TON"
"Fuel Comb. Other","NH","33","Sullivan","019","Sulfur Dioxide","CAP","135.665856498","TON"
"Waste Disposal & Recycling","NH","33","Carroll","003","PM10 Primary (Filt + Cond)","CAP","134.374632","TON"
"Waste Disposal & Recycling","NH","33","Rockingham","015","Volatile Organic Compounds","CAP","134.29459","TON"
"Off-Highway","NH","33","Hillsborough","011","PM2.5 Primary (Filt + Cond)","CAP","133.11974144303","TON"
"Miscellaneous","NH","33","Hillsborough","011","Volatile Organic Compounds","CAP","131.581997218528","TON"
"Fuel Comb. Elec. Util.","NH","33","Carroll","003","Lead","CAP/HAP","126.280166","LB"
"Fuel Comb. Industrial","NH","33","Grafton","009","Carbon Monoxide","CAP","125.885","TON"
"Miscellaneous","NH","33","Coos","007","PM2.5 Primary (Filt + Cond)","CAP","122.830360143629","TON"
"Fuel Comb. Other","NH","33","Coos","007","Nitrogen Oxides","CAP","122.023552","TON"
"Waste Disposal & Recycling","NH","33","Carroll","003","PM2.5 Primary (Filt + Cond)","CAP","121.633014","TON"
